Transaction ID,Date,Supplier,Product ID,SKU / Barcode,Product Name,Qty Received,Unit Cost,Total Cost,DR No,Source File
TXN-001656,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01652,4807414320878,MYRA LOT CLASSIC WHITE 50ML,10,54.78,547.8,ULPD 00381449,2026_xls
TXN-001657,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01648,4800771774810,MYRA FACIAL WASH FRESH GLOW 10ML,24,13.96,335.04,ULPD 00381449,2026_xls
TXN-001658,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01649,4805505496098,MYRA FMOIST BLUE SACH 7ML,36,13.1,471.6,ULPD 00381449,2026_xls
TXN-001659,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01650,4800178466107,MYRA FMOIST RED SACH 7ML,36,13.1,471.6,ULPD 00381449,2026_xls
TXN-001660,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02102,4809685046077,RM AMLODIPINE 10MG TAB X100,200,7.27,1454.0,ULPD 00381449,2026_xls
TXN-001661,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02110,4808775257305,RM CETIRIZINE DIHYDROCHLORIDE 10MG TABX100,100,12.48,1248.0,ULPD 00381449,2026_xls
TXN-001662,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02112,4809896345668,RM CIPROFLOXACIN 500MG TABX100,100,23.4,2340.0,ULPD 00381449,2026_xls
TXN-001663,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02114,4802602486829,RM CLOPIDOGREL 5MG  X50,50,16.06,803.0,ULPD 00381449,2026_xls
TXN-001664,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02116,4804979358571,RM LOSARTAN 100MG TAB X30,90,13.19,1187.1,ULPD-00381449,2026_xls
TXN-001665,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02117,4801774499359,RM LOSARTAN 50MG TAB X30,180,10.1,1818.0,ULPD-00381449,2026_xls
TXN-001666,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02127,4808315289973,RM SILDENAFIL 50MG TAB X4,12,120.9,1450.8,ULPD-00381449,2026_xls
TXN-001667,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02129,4809422242156,RM TELMISARTAN 40MG X30 TAB,30,10.26,307.8,ULPD-00381449,2026_xls
TXN-001668,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01914,4801789487855,PHAREX B-COMPLEX TAB X400,400,3.91,1564.0,ULPD-00381449,2026_xls
TXN-001669,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02356,4806221487493,SUMAPEN 250MG CAP X100,100,12.76,1276.0,ULPD-00381449,2026_xls
TXN-001670,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01522,4802785381438,MAXVIT SOFTGEL CAP X100,35,10.6,371.0,ULPD-00381449,2026_xls
TXN-001671,01/17/2026,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02315,4809173799272,SOLMUX ADVANCE 500MG/5MG TAB X100,240,11.4,2736.0,ULPD-00381449,2026_xls
TXN-001672,01/17/2026,YAKULT,PRD-02618,4800571529256,YAKULT 5S,10,50.0,500.0,2026-01-17 00:00:00,2026_xls
TXN-001673,01/18/2025,GREENCORE PHARMA INC,PRD-00962,4803142865661,FLEXIPRO CAPSULE,150,33.0,4950.0,0000,2025_csv
TXN-001674,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00032,4805923206003,ALGESIA 37.5/325MG TAB X20,20,53.9,1078.0,00361245,2025_csv
TXN-001675,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00061,4804064162365,AMLIFE TAB 50MG/5MG X30,60,23.23,1393.8,00361245,2025_csv
TXN-001676,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00068,4802036965074,AMVASC 10MG TAB X50,50,33.92,1696.0,00361245,2025_csv
TXN-001677,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00136,4801632399901,AVAMAX 40MG TAB X100,30,35.83,1074.9,00361245,2025_csv
TXN-001678,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00371,4802584676841,CARVID 25MG TAB X30,60,18.52,1111.2,00361245,2025_csv
TXN-001679,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00596,4804320534569,COMBIZAR 50MG TAB X50,50,24.06,1203.0,00361245,2025_csv
TXN-001680,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01065,4802559562347,GLUMET 500MG TAB X100,100,10.0,1000.0,00361245,2025_csv
TXN-001681,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00389,4806550942419,CEELIN PLUS CHEWABLES TAB X100,100,6.28,628.0,00361245,2025_csv
TXN-001682,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00718,4808112422063,DISUDRIN DROPS 10ML,10,118.24,1182.4,00361245,2025_csv
TXN-001683,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00721,4808089926693,DISUDRIN SYRUP 60ML,10,128.81,1288.1,00361245,2025_csv
TXN-001684,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00727,4806305029814,DOLAN FTE 200MG/5ML SUSP 60ML,3,137.73,413.19,00361245,2025_csv
TXN-001685,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00726,4801608345531,DOLAN FP 100MG/5ML SUSP 60ML,3,90.26,270.78,00361245,2025_csv
TXN-001686,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00892,4802732670325,EXPEL 6MG/ML DROPS 15ML,10,111.32,1113.2,00361245,2025_csv
TXN-001687,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00786,4809990955573,E-ZINC 27.5MG/ML DROPS 15ML,5,94.35,471.75,00361245,2025_csv
TXN-001688,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00787,4805364839632,E-ZINC 55MG/ML SYR 60ML,5,100.52,502.6,00361245,2025_csv
TXN-001689,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01079,4806407130437,GROWEE SYRUP 120ML,3,157.4,472.2,00361245,2025_csv
TXN-001690,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01700,4802439735006,NEOZEP SYR 60ML,10,105.4,1054.0,00361245,2025_csv
TXN-001691,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01788,4806934244963,NUTRILLIN DROPS 15ML,5,81.38,406.9,00361245,2025_csv
TXN-001692,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01789,4802274642764,NUTRILLIN DROPS 30ML,5,123.37,616.85,00361245,2025_csv
TXN-001693,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01792,4806129221148,NUTROPLEX SYR 60ML,5,82.59,412.95,00361245,2025_csv
TXN-001694,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02314,4809919306463,SOLMUX 40MG/ML DROPS 15ML,10,111.32,1113.2,00361245,2025_csv
TXN-001695,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02313,4807254486655,SOLMUX 200MG/5ML SYR 60ML,10,109.52,1095.2,00361245,2025_csv
TXN-001696,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02461,4807849654068,TIKI-TIKI STAR SYR 60ML,10,62.7,627.0,00361245,2025_csv
TXN-001697,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00771,4803839649408,DUAVENT NEBULE 2.5ML X20,40,43.04,1721.6,00361245,2025_csv
TXN-001698,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00289,4802023746966,BIOGESIC TAB 500MG X500,1000,4.05,4050.0,00361245,2025_csv
TXN-001699,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01326,4808301971508,KREMIL-S ADVANCE CHEWTAB X100,100,19.81,1981.0,00361245,2025_csv
TXN-001700,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01527,4806104224123,MEDICOL ADV 400MG SOFTGEL X100,100,11.32,1132.0,00361245,2025_csv
TXN-001701,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01723,4809831437323,NEUROGEN E TAB X100,100,18.87,1887.0,00361245,2025_csv
TXN-001702,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02289,4804791334735,SKELAN 550MG TAB X100,100,19.13,1913.0,00361245,2025_csv
TXN-001703,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02315,4809173799272,SOLMUX ADVANCE 500MG/5MG TAB X100,100,13.21,1321.0,00361245,2025_csv
TXN-001704,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01830,4806008734370,OMEPRON 40MG TAB X28,28,68.71,1923.88,00361245,2025_csv
TXN-001705,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02554,4808645901034,VERSANT-XR TAB 5MG X100,100,17.64,1764.0,00361245,2025_csv
TXN-001706,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01653,4808518094482,MYRA LOTION CLASSIC MOIST 100ML,10,66.09,660.9,00361245,2025_csv
TXN-001707,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01651,4800366230899,MYRA LOT CLASSIC MOIST 50ML,10,35.65,356.5,00361245,2025_csv
TXN-001708,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01904,4808803231586,PH CARE FW COOLING 50ML,1,51.33,51.33,00361245,2025_csv
TXN-001709,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01908,4804019498712,PH CARE FW FLORAL 50ML,5,46.73,233.65,00361245,2025_csv
TXN-001710,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01910,4800246716110,PH CARE FW NATURAL 50ML,5,49.18,245.9,00361245,2025_csv
TXN-001711,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02101,4804355980506,RM AMBROXOL 30MG TAB X100,100,6.4,640.0,00361245,2025_csv
TXN-001712,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02110,4808775257305,RM CETIRIZINE DIHYDROCHLORIDE 10MG TABX100,100,12.48,1248.0,00361245,2025_csv
TXN-001713,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01429,4805228012361,LOSARITE 50MG/12.5MG TAB X50,50,10.34,517.0,00361245,2025_csv
TXN-001714,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01428,4803158080357,LOSARITE 100MG/25MG TAB X50,50,12.68,634.0,00361245,2025_csv
TXN-001715,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-01914,4801789487855,PHAREX B-COMPLEX TAB X400,400,3.7,1480.0,00361245,2025_csv
TXN-001716,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-02356,4806221487493,SUMAPEN 250MG CAP X100,100,11.58,1158.0,00361245,2025_csv
TXN-001717,01/18/2025,UNITED LINK PHARMACEUTICAL DISTRIBUTION,PRD-00330,4804105433614,CALCIUMADE TAB X100,100,7.73,773.0,00361245,2025_csv
TXN-001718,01/19/2025,OHANA TRADING CORPORATION,PRD-02230,4806274135004,SILKA DEO GREEN PAPAYA  40ML,12,43.61,523.32,667833,2025_csv
TXN-001719,01/19/2025,OHANA TRADING CORPORATION,PRD-02231,4809845960693,SILKA DEO PAPAYA  40ML,12,43.61,523.32,667833,2025_csv
TXN-001720,01/19/2025,OHANA TRADING CORPORATION,PRD-02436,4805091120687,TENDER CARE POWDER PINK 50G,12,23.08,276.96,667833,2025_csv
TXN-001721,01/19/2025,OHANA TRADING CORPORATION,PRD-02565,4802983456023,VICKS VAPORUB 10G,30,52.05,1561.5,667833,2025_csv
TXN-001722,01/19/2025,OHANA TRADING CORPORATION,PRD-01097,4803801123392,HAPPY PANTS 3XL 12S,5,129.27,646.35,667832,2025_csv
TXN-001723,01/19/2025,OHANA TRADING CORPORATION,PRD-01106,4804963057354,HAPPY PANTS XXXL24,3,257.41,772.23,667832,2025_csv
TXN-001724,01/19/2025,OHANA TRADING CORPORATION,PRD-01297,4808191430181,KATINKO ROLL-ON 10ML,12,39.2,470.4,667832,2025_csv
TXN-001725,01/19/2025,OHANA TRADING CORPORATION,PRD-01799,4804783183968,OFF BABY LOTION 50ML,5,135.24,676.2,667832,2025_csv
TXN-001726,01/19/2025,OHANA TRADING CORPORATION,PRD-01802,4808936526354,OFF KIDS LOTION 50ML,5,111.13,555.65,667832,2025_csv
TXN-001727,01/19/2025,OHANA TRADING CORPORATION,PRD-01801,4802457434739,OFF KIDS LOTION 100ML,5,180.61,903.05,667832,2025_csv
TXN-001728,01/19/2025,OHANA TRADING CORPORATION,PRD-01809,4809650468566,OLAY NATURAL AURA 7.5G,24,17.32,415.68,667832,2025_csv
TXN-001729,01/19/2025,OHANA TRADING CORPORATION,PRD-01817,4802327774460,OMEGA PAIN KILLER 120ML,6,102.66,615.96,667832,2025_csv
TXN-001730,01/19/2025,OHANA TRADING CORPORATION,PRD-02030,4807205573753,RDL BABYFACE #3 30ML,24,39.69,952.56,667832,2025_csv
TXN-001731,01/19/2025,OHANA TRADING CORPORATION,PRD-02087,4801359181151,REXONA WMEN RO PASSION 25ML,5,65.61,328.05,667832,2025_csv
TXN-001732,01/19/2025,OHANA TRADING CORPORATION,PRD-02091,4807416321872,REXONA WMEN RO SHOWER 25ML,5,65.61,328.05,667832,2025_csv
TXN-001733,01/19/2025,OHANA TRADING CORPORATION,PRD-02084,4808053477599,REXONA WMEN DLN POWDER 3ML,60,6.8,408.0,667832,2025_csv
TXN-001734,01/19/2025,OHANA TRADING CORPORATION,PRD-02167,4805188781811,SAFEGUARD LEMON FRESH 115G,3,46.36,139.08,667832,2025_csv
TXN-001735,01/19/2025,OHANA TRADING CORPORATION,PRD-02244,4806524698675,SILKA LOTION PAPAYA 100ML,12,56.35,676.2,667832,2025_csv
TXN-001736,01/19/2025,OHANA TRADING CORPORATION,PRD-02233,4804659925490,SILKA DEO WHITENING 40ML,12,43.61,523.32,667832,2025_csv
TXN-001737,01/19/2025,OHANA TRADING CORPORATION,PRD-01295,4803318186851,KATINKO OINT SMALL 10G,24,30.1,722.4,667832,2025_csv
TXN-001738,01/19/2025,OHANA TRADING CORPORATION,PRD-02246,4800578665615,SILKA LOTION PAPAYA 50ML,12,33.81,405.72,667832,2025_csv
TXN-001739,01/19/2025,OHANA TRADING CORPORATION,PRD-02245,4801881840595,SILKA LOTION PAPAYA 200ML,6,101.43,608.58,667832,2025_csv
TXN-001740,01/19/2025,OHANA TRADING CORPORATION,PRD-00277,4804027818352,BIODERM SOAP PINK 135G,10,38.22,382.2,667831,2025_csv
TXN-001741,01/19/2025,OHANA TRADING CORPORATION,PRD-00374,4804791992101,CASINO FEMME W/ MOIST 250ML,12,43.46,521.52,667831,2025_csv
TXN-001742,01/19/2025,OHANA TRADING CORPORATION,PRD-00376,4806438628899,CASINO FEMME W/ MOIST 60ML,12,21.12,253.44,667831,2025_csv
TXN-001743,01/19/2025,OHANA TRADING CORPORATION,PRD-00474,4800518849078,CHARMEE PL GREEN TEA 20S,20,25.19,503.8,667831,2025_csv
TXN-001744,01/19/2025,OHANA TRADING CORPORATION,PRD-00571,4801687174501,COLGATE TP FC PEPPERMINT ICE 63G,2,54.75,109.5,667831,2025_csv
TXN-001745,01/19/2025,OHANA TRADING CORPORATION,PRD-00588,4805859578069,COLGATE TP TRIPLE ACTION 66G,2,68.09,136.18,667831,2025_csv
TXN-001746,01/19/2025,OHANA TRADING CORPORATION,PRD-00723,4805743875978,DM PINEAPPLE JUICE ACE 240ML,24,20.7,496.8,667831,2025_csv
TXN-001747,01/19/2025,OHANA TRADING CORPORATION,PRD-00741,4801533621911,DOVE DEO RO ORIGINAL 25ML,5,71.43,357.15,667831,2025_csv
TXN-001748,01/19/2025,OHANA TRADING CORPORATION,PRD-00796,4809243868508,EFFICASCENT OIL XTREME 50ML,24,69.87,1676.88,667831,2025_csv
TXN-001749,01/19/2025,OHANA TRADING CORPORATION,PRD-00799,4806406726525,EFFICASCENT RELAXING OIL RO 3ML,6,46.01,276.06,667831,2025_csv
TXN-001750,01/19/2025,OHANA TRADING CORPORATION,PRD-00800,4804524910586,EFFICASCENT RELAXING OIL RO 6ML,6,74.09,444.54,667831,2025_csv
TXN-001751,01/19/2025,OHANA TRADING CORPORATION,PRD-00798,4808823441467,EFFICASCENT RELAXING OIL RO 12ML,5,109.76,548.8,667831,2025_csv
TXN-001752,01/19/2025,OHANA TRADING CORPORATION,PRD-00839,4805645928545,EQ PANTS XL24,5,201.6,1008.0,667831,2025_csv
TXN-001753,01/19/2025,OHANA TRADING CORPORATION,PRD-00940,4802471511796,FIONA COLOGNE BUBBLY PINK 50ML,6,24.74,148.44,667831,2025_csv
TXN-001754,01/19/2025,OHANA TRADING CORPORATION,PRD-01012,4804424175216,GATORADE BLUE 500ML,24,37.91,909.84,667831,2025_csv
TXN-001755,01/19/2025,OHANA TRADING CORPORATION,PRD-01102,4807790343565,HAPPY PANTS XL12,5,102.88,514.4,667831,2025_csv
TXN-001756,01/19/2025,OHANA TRADING CORPORATION,PRD-00939,4809425596964,FIONA COLOGNE BUBBLY PINK 100ML,6,39.77,238.62,667831,2025_csv
TXN-001757,01/19/2025,OHANA TRADING CORPORATION,PRD-00365,4801051194393,CARESS DIAPER MEDIUM 10S,5,163.94,819.7,667831,2025_csv
TXN-001758,01/19/2026,COPHARM TRADING CORPORATION,PRD-00103,4806316122432,ARCOXIA 120MG TAB X30,10,79.26,792.6,COPHARM 1530968,2026_xls
TXN-001759,01/19/2026,COPHARM TRADING CORPORATION,PRD-00120,4805916301780,ATENURIX 20MG TAB X30,30,13.05,391.5,COPHARM 1530968,2026_xls
TXN-001760,01/19/2026,COPHARM TRADING CORPORATION,PRD-00231,4803643211329,BEROCCA ORANGE EFF TAB 10S,5,210.86,1054.3,COPHARM 1530968,2026_xls
TXN-001761,01/19/2026,COPHARM TRADING CORPORATION,PRD-00279,4802231172272,BIOFIT SLIM TEABAGS X30,300,4.94,1482.0,COPHARM 1530968,2026_xls
TXN-001762,01/19/2026,COPHARM TRADING CORPORATION,PRD-00551,4803844574882,CO-APROVEL 150/12.5MG TAB X28,28,34.04,953.12,COPHARM 1530968,2026_xls
TXN-001763,01/19/2026,COPHARM TRADING CORPORATION,PRD-00769,4807852293329,DRIVEMAX PLUS CAPS 420MG,30,97.0,2910.0,COPHARM 1530968,2026_xls
TXN-001764,01/19/2026,COPHARM TRADING CORPORATION,PRD-00844,4800945913065,ERCEFLORA KIDDIE/GUT DEFENSE 5ML X10,50,40.89,2044.5,COPHARM 1530968,2026_xls
TXN-001765,01/19/2026,COPHARM TRADING CORPORATION,PRD-00958,4800423296554,"FLAGYSTATIN 500MG/100,000 I.U",10,165.38,1653.8,COPHARM 1530968,2026_xls
TXN-001766,01/19/2026,COPHARM TRADING CORPORATION,PRD-01129,4807576306314,HIDRASEC 30MG SACH X30,30,60.01,1800.3,COPHARM 1530968,2026_xls
TXN-001767,01/19/2026,COPHARM TRADING CORPORATION,PRD-01689,4809161848665,NEBIL 2.5MG TAB X14,70,12.12,848.4,COPHARM 1530968,2026_xls
TXN-001768,01/19/2026,COPHARM TRADING CORPORATION,PRD-01983,4809326069791,POTENCEE SC 500MG TAB X100,100,5.42,542.0,COPHARM 1530968,2026_xls
TXN-001769,01/19/2026,COPHARM TRADING CORPORATION,PRD-01128,4809323579124,HIDRASEC 10MG SACH X16,16,50.49,807.84,COPHARM 1530968,2026_xls
TXN-001770,01/19/2026,COPHARM TRADING CORPORATION,PRD-01245,4800834105458,JARDIANCE 10MG TAB X30,30,49.73,1491.9,COPHARM 1530968,2026_xls
TXN-001771,01/19/2026,COPHARM TRADING CORPORATION,PRD-02309,4808729560962,SNOW CAPS X30,30,53.55,1606.5,COPHARM 1530969,2026_xls
TXN-001772,01/19/2026,COPHARM TRADING CORPORATION,PRD-02514,4805245995335,TWYNSTA 40/5MG TAB X30,60,19.22,1153.2,COPHARM 1530969,2026_xls
TXN-001773,01/19/2026,COPHARM TRADING CORPORATION,PRD-02563,4803055529735,VICKS VAPODROPS HONEYLEMON 8S,5,66.59,332.93,COPHARM 1530969,2026_xls
TXN-001774,01/19/2026,COPHARM TRADING CORPORATION,PRD-02564,4808511964909,VICKS VAPODROPS ORANGE 8S,5,66.59,332.95,COPHARM 1530969,2026_xls
TXN-001775,01/19/2026,COPHARM TRADING CORPORATION,PRD-02617,4801590300323,XYLOGEL ORAL GEL 25G,5,140.25,701.25,COPHARM 1530969,2026_xls
TXN-001776,01/19/2026,COPHARM TRADING CORPORATION,PRD-02635,4803574981873,ZITHROMAX 500MG TABX3,9,151.05,1359.45,COPHARM 1530969,2026_xls
TXN-001777,01/19/2026,DYNA DRUG CORPORATION,PRD-02515,4806183943913,TWYNSTA 80/10MG TAB X30,30,27.44,823.2,DYNA 4089106,2026_xls
TXN-001778,01/19/2026,DYNA DRUG CORPORATION,PRD-02590,4803255573323,VIVALYTE APPLE 250ML X6,12,42.99,515.88,DYNA 4089106,2026_xls
TXN-001779,01/19/2026,DYNA DRUG CORPORATION,PRD-02591,4807949166603,VIVALYTE ORANGE 250ML X6,12,47.31,567.72,DYNA 4089106,2026_xls
TXN-001780,01/19/2026,DYNA DRUG CORPORATION,PRD-00835,4800721237600,EQ PANTS L24,5,185.28,926.4,DYNA 4089106,2026_xls
TXN-001781,01/19/2026,DYNA DRUG CORPORATION,PRD-00838,4807513372284,EQ PANTS XL10,5,86.31,431.55,DYNA 4089106,2026_xls
TXN-001782,01/19/2026,DYNA DRUG CORPORATION,PRD-00483,4804600916521,CHERIFER FORTE W/ ZINC SYR 120ML,3,201.6,604.8,DYNA 4089106,2026_xls
TXN-001783,01/19/2026,DYNA DRUG CORPORATION,PRD-00844,4800945913065,ERCEFLORA KIDDIE/GUT DEFENSE 5ML X10,50,40.89,2044.5,DYNA 4089106,2026_xls
TXN-001784,01/19/2026,DYNA DRUG CORPORATION,PRD-02256,4806359767714,SIMILAC GAIN 6-12 400G,5,826.64,4133.2,DYNA 4089106,2026_xls
TXN-001785,01/19/2026,DYNA DRUG CORPORATION,PRD-00829,4805241327333,EQ DRY DIAPER NB22,5,155.26,776.3,DYNA 4089106,2026_xls
TXN-001786,01/19/2026,DYNA DRUG CORPORATION,PRD-01943,4804814645976,POLIDENT ADHESIVE CRM 20G,10,121.01,1210.1,DYNA 4089106,2026_xls
TXN-001787,01/19/2026,DYNA DRUG CORPORATION,PRD-00843,4802207491396,ERCEFLORA GUT RESTORE 5ML X10,50,77.81,3890.5,DYNA 4089106,2026_xls
TXN-001788,01/19/2026,DYNA DRUG CORPORATION,PRD-00038,4807352307139,ALLERKID 5MG/5ML SYR 60ML,3,264.88,794.64,DYNA 4089105,2026_xls
TXN-001789,01/19/2026,DYNA DRUG CORPORATION,PRD-00065,4809078054633,AMOCLAV 457MG/5ML SUSP 70ML,3,442.11,1326.33,DYNA 4089105,2026_xls
TXN-001790,01/19/2026,DYNA DRUG CORPORATION,PRD-00096,4800596471620,APPETITE OB CAP X100,100,9.07,907.0,DYNA 4089105,2026_xls
TXN-001791,01/19/2026,DYNA DRUG CORPORATION,PRD-00103,4806316122432,ARCOXIA 120MG TAB X30,30,78.45,2353.5,DYNA 4089105,2026_xls
TXN-001792,01/19/2026,DYNA DRUG CORPORATION,PRD-00105,4809229629865,ARCOXIA 90MG TAB X30,30,63.05,1891.5,DYNA 4089105,2026_xls
TXN-001793,01/19/2026,DYNA DRUG CORPORATION,PRD-00201,4802397657114,BACTIDOL ITCHY COUGH 50ML,5,120.79,603.95,DYNA 4089105,2026_xls
TXN-001794,01/19/2026,DYNA DRUG CORPORATION,PRD-00284,4801638728074,BIOGESIC 120MG/5ML OR SUSP 60ML,10,92.95,929.5,DYNA 4089105,2026_xls
TXN-001795,01/19/2026,DYNA DRUG CORPORATION,PRD-00287,4807631177201,BIOGESIC 250MG/5ML OR SUSP 60ML,10,146.12,1461.2,DYNA 4089105,2026_xls
TXN-001796,01/19/2026,DYNA DRUG CORPORATION,PRD-00305,4809487801713,BONAMINE FOR KIDS 12.5MG TAB X120,120,10.11,1213.2,DYNA 4089105,2026_xls
TXN-001797,01/19/2026,DYNA DRUG CORPORATION,PRD-00385,4808669835245,CEELIN DROPS 30ML,10,125.66,1256.6,DYNA 4089105,2026_xls
TXN-001798,01/19/2026,DYNA DRUG CORPORATION,PRD-00785,4804976159420,DYNATUSSIN SYR 60ML,5,118.15,590.75,DYNA 4089105,2026_xls
TXN-001799,01/19/2026,DYNA DRUG CORPORATION,PRD-00968,4804140322805,FLUIMUCIL EFF TAB 600MG X30,60,30.68,1840.8,DYNA 4089105,2026_xls
TXN-001800,01/19/2026,DYNA DRUG CORPORATION,PRD-01172,4805750807259,IMMUNOSIN SYR 60ML,3,270.76,812.28,DYNA 4089105,2026_xls
TXN-001801,01/19/2026,DYNA DRUG CORPORATION,PRD-01299,4806907639041,KELTICAN CAP X20,20,25.15,503.0,DYNA 4089105,2026_xls
TXN-001802,01/19/2026,DYNA DRUG CORPORATION,PRD-01933,4806601824802,PLEMEX KIDS SYR 120ML,10,134.67,1346.7,DYNA 4089105,2026_xls
TXN-001803,01/19/2026,DYNA DRUG CORPORATION,PRD-02138,4800452859128,ROBITUSSIN LIQUIGEL 200MG X100,100,10.78,1078.0,DYNA 4089105,2026_xls
TXN-001804,01/19/2026,DYNA DRUG CORPORATION,PRD-02215,4803406365188,SERC 16MG,100,64.27,6427.0,DYNA 4089105,2026_xls
TXN-001805,01/19/2026,DYNA DRUG CORPORATION,PRD-02335,4803171743603,STREPSILS COOL 8S X36,18,66.51,1197.18,DYNA 4089105,2026_xls
TXN-001806,01/19/2026,DYNA DRUG CORPORATION,PRD-02448,4800233419410,TERRAMYCIN PLUS OINT 3.5G,3,226.74,680.22,DYNA 4089105,2026_xls
TXN-001807,01/19/2026,DYNA DRUG CORPORATION,PRD-02512,4803440845768,TUSERAN NIGHT SYR 60ML,3,118.08,354.24,DYNA 4089105,2026_xls
TXN-001808,01/19/2026,POLYGUS,PRD-00555,4808368888421,COKE MISMO 290ML X12,36,16.33,587.88,180676,2026_xls
TXN-001809,01/19/2026,POLYGUS,PRD-02151,4805952544034,ROYAL MISMO 290ML X12,12,16.33,195.96,180676,2026_xls
TXN-001810,01/19/2026,POLYGUS,PRD-02327,4803848961403,SPRITE MISMO 290ML,12,16.33,195.96,180676,2026_xls
TXN-001811,01/19/2026,POLYGUS,PRD-02611,4800893610716,WILKINS DISTILLED 7L X3,60,80.0,4800.0,180676,2026_xls
TXN-001812,01/19/2026,POLYGUS,PRD-01592,4806356628828,MINUTE MAID FRESH 250ML,12,14.33,171.96,180676,2026_xls
TXN-001813,01/19/2026,YAKULT,PRD-02618,4800571529256,YAKULT 5S,10,50.0,500.0,1192026,2026_xls
